user_id,age,subscription_plan,monthly_watch_time_mins,country,favorite_genre,last_login_date,customer_support_tickets
10300,48.0,basico,736.3,colombia,romance,2019-11-06,1.0
10301,56.0,basico,1043.8,brasil,comedia,,0.0
10302,27.0,estandar,1096.9,brasil,documental,,1.0
10303,46.0,premium,1087.6,brasil,thriller,,1.0
10304,20.0,basico,533.5,peru,romance,2020-12-22,1.0
10305,44.0,basico,799.0,uruguay,thriller,2023-02-07,0.0
10306,43.0,premium,758.5,colombia,thriller,2021-03-14,0.0
10307,44.0,premium,928.3,colombia,romance,2022-09-29,1.0
10308,33.0,basico,310.9,uruguay,comedia,2025-10-24,1.0
10309,13.0,basico,832.9,peru,romance,2024-03-26,0.0
10310,33.0,estandar,877.9,peru,crimen,2025-06-04,0.0
10311,15.0,estandar,680.7,chile,crimen,2023-06-17,0.0
10312,20.0,estandar,1031.5,mexico,documental,,2.0
10313,25.0,premium,890.7,peru,drama,2020-02-17,1.0
10314,39.0,basico,771.8,colombia,drama,2021-04-30,1.0
10315,21.0,basico,0.0,chile,accion,2020-06-10,2.0
10316,55.0,estandar,519.0,peru,accion,2018-08-28,1.0
10317,26.0,basico,294.3,peru,thriller,2024-06-30,1.0
10318,37.0,premium,1069.2,uruguay,accion,2024-01-30,0.0
10319,37.0,estandar,839.8,peru,comedia,2018-09-07,0.0
10320,44.0,estandar,825.1,uruguay,documental,2021-07-08,0.0
10321,46.0,basico,711.7,mexico,crimen,2018-08-23,1.0
10322,13.0,estandar,914.2,uruguay,crimen,2018-07-25,2.0
10323,34.0,basico,822.9,uruguay,accion,2024-07-20,1.0
10324,33.0,basico,420.8,brasil,thriller,2023-05-07,1.0
10325,23.0,premium,758.5,brasil,romance,2023-08-22,0.0
10326,22.0,premium,1525.6,chile,romance,2023-12-16,1.0
10327,26.0,basico,638.7,uruguay,comedia,2019-10-07,0.0
10328,37.0,basico,526.0,argentina,thriller,2018-08-21,1.0
10329,37.0,basico,784.3,chile,accion,2023-09-12,1.0
10330,40.0,premium,881.2,colombia,drama,2018-11-25,0.0
10331,29.0,estandar,554.8,chile,documental,2020-02-01,1.0
10332,45.0,estandar,711.9,peru,documental,2018-10-08,1.0
10333,19.0,estandar,1230.1,uruguay,romance,2024-09-03,0.0
10334,29.0,premium,1317.8,peru,romance,2018-10-06,0.0
10335,29.0,basico,688.5,brasil,documental,2025-07-28,1.0
10336,38.0,basico,620.4,argentina,documental,2020-08-21,0.0
10337,37.0,premium,1388.9,mexico,romance,2022-07-12,0.0
10338,15.0,basico,93.0,brasil,accion,2019-05-07,0.0
10339,27.0,estandar,821.0,chile,accion,2024-05-22,0.0
10340,28.0,premium,1390.2,chile,documental,2020-10-05,1.0
10341,44.0,basico,381.4,peru,thriller,2024-06-29,0.0
10342,38.0,basico,3640.0,colombia,drama,2024-09-01,0.0
10343,13.0,estandar,755.2,mexico,drama,,0.0
10344,45.0,premium,758.5,peru,romance,2024-12-11,0.0
10345,42.0,basico,342.2,mexico,comedia,2018-12-02,2.0
10346,22.0,basico,626.3,brasil,drama,2022-09-14,3.0
10347,13.0,basico,766.9,uruguay,accion,2025-05-16,2.0
10348,59.0,estandar,493.8,uruguay,drama,2024-07-18,1.0
10349,22.0,basico,559.7,brasil,documental,2024-05-04,2.0
10350,34.0,estandar,1392.4,colombia,accion,2023-11-12,0.0
10351,28.0,basico,0.0,mexico,thriller,2021-07-19,1.0
10352,61.0,estandar,687.9,brasil,thriller,2020-12-04,0.0
10353,31.0,basico,552.2,colombia,documental,2020-04-16,1.0
10354,13.0,basico,88.8,chile,documental,2025-07-06,0.0
10355,43.0,basico,363.8,argentina,crimen,2021-07-10,0.0
10356,46.0,estandar,856.8,mexico,accion,2020-09-04,1.0
10357,25.0,basico,65.6,uruguay,crimen,2020-12-23,1.0
10358,45.0,premium,976.4,chile,crimen,2022-06-10,0.0
10359,28.0,basico,597.0,peru,comedia,2019-06-21,1.0
10360,30.0,estandar,564.8,chile,crimen,2025-07-14,0.0
10361,52.0,basico,392.9,chile,comedia,2025-03-28,0.0
10362,36.0,estandar,991.4,chile,documental,2021-05-13,1.0
10363,42.0,estandar,924.6,uruguay,documental,2023-02-16,1.0
10364,20.0,basico,584.7,colombia,thriller,2021-07-19,0.0
10365,66.0,basico,394.6,brasil,accion,2018-10-25,1.0
10366,44.0,premium,758.5,colombia,documental,2018-02-08,1.0
10367,19.0,basico,844.1,chile,accion,2023-02-21,0.0
10368,40.0,premium,1306.4,peru,drama,2024-12-19,0.0
10369,43.0,basico,0.0,argentina,accion,,2.0
10370,30.0,basico,161.4,argentina,drama,2019-02-14,1.0
10371,13.0,basico,657.0,peru,romance,2018-10-28,2.0
10372,35.0,premium,758.5,uruguay,accion,2024-01-12,1.0
10373,33.0,basico,183.1,mexico,documental,2020-05-23,1.0
10374,20.0,basico,434.2,mexico,crimen,2023-09-04,1.0
10375,32.0,premium,1223.3,uruguay,comedia,2020-12-22,2.0
10376,32.0,basico,693.3,colombia,thriller,2019-06-27,2.0
10377,27.0,premium,933.5,mexico,comedia,,2.0
10378,58.0,basico,577.3,mexico,romance,2018-10-09,1.0
10379,37.0,basico,435.5,brasil,drama,2020-09-27,1.0
10380,46.0,estandar,647.0,peru,crimen,2022-02-22,0.0
10381,39.0,premium,1393.4,peru,documental,2021-03-13,2.0
10382,29.0,estandar,939.6,uruguay,drama,,2.0
10383,38.0,estandar,840.6,colombia,romance,2022-11-30,0.0
10384,73.0,estandar,451.8,peru,romance,2024-02-04,2.0
10385,40.0,estandar,948.2,uruguay,documental,,1.0
10386,32.0,premium,1594.9,uruguay,crimen,2021-05-24,0.0
10387,41.0,estandar,0.0,peru,romance,2024-11-10,0.0
10388,57.0,estandar,772.7,colombia,comedia,2025-05-02,0.0
10389,22.0,premium,708.5,mexico,accion,2023-12-07,1.0
10390,27.0,basico,824.1,argentina,thriller,2018-02-02,2.0
10391,43.0,estandar,1091.4,peru,drama,2025-06-28,2.0
10392,24.0,basico,542.3,colombia,romance,2024-03-21,0.0
10393,24.0,premium,1051.5,brasil,comedia,2021-05-11,0.0
10394,25.0,premium,1257.6,uruguay,accion,2025-06-10,0.0
10395,32.0,basico,322.9,uruguay,comedia,2019-03-01,0.0
10396,43.0,basico,488.0,brasil,romance,2019-07-05,0.0
10397,34.0,estandar,857.4,brasil,documental,2020-12-19,1.0
10398,34.0,basico,871.2,chile,thriller,2019-04-18,1.0
10399,20.0,estandar,1100.3,uruguay,crimen,2019-03-15,1.0
10400,20.0,estandar,870.9,chile,thriller,2024-03-16,1.0
10401,38.0,basico,246.8,uruguay,drama,2019-09-29,0.0
10402,34.0,basico,547.0,colombia,accion,2021-01-20,2.0
10403,39.0,basico,494.4,uruguay,documental,2021-02-28,1.0
10404,46.0,estandar,910.7,chile,romance,2024-10-13,1.0
10405,41.0,estandar,795.7,argentina,comedia,2020-05-12,0.0
10406,42.0,premium,1185.5,peru,comedia,2021-11-05,0.0
10407,40.0,basico,434.8,uruguay,documental,2020-04-13,2.0
10408,36.0,estandar,758.9,chile,drama,2025-09-16,0.0
10409,34.0,basico,742.4,peru,comedia,2025-02-10,2.0
10410,30.0,estandar,954.8,uruguay,romance,2020-12-17,1.0
10411,38.0,estandar,1051.5,uruguay,crimen,2023-09-02,1.0
10412,42.0,basico,497.4,mexico,thriller,2023-06-25,1.0
10413,29.0,estandar,1478.7,brasil,thriller,,0.0
10414,46.0,estandar,1015.5,brasil,thriller,2018-07-28,0.0
10415,21.0,premium,1402.3,chile,accion,,2.0
10416,23.0,premium,758.5,uruguay,crimen,2025-02-11,1.0
10417,58.0,basico,619.2,uruguay,romance,,0.0
10418,24.0,basico,593.4,argentina,comedia,2021-02-07,0.0
10419,13.0,basico,318.0,peru,comedia,2018-06-30,0.0
10420,45.0,estandar,1464.1,brasil,thriller,2018-01-15,2.0
10421,49.0,estandar,907.5,brasil,accion,2021-09-28,0.0
10422,37.0,premium,1331.2,chile,thriller,2019-06-20,1.0
10423,44.0,premium,1717.3,peru,crimen,2025-02-22,1.0
10424,44.0,estandar,1484.1,argentina,documental,2020-12-08,2.0
10425,28.0,basico,826.7,brasil,crimen,2019-10-24,2.0
10426,33.0,premium,1315.6,colombia,accion,2022-12-15,1.0
10427,30.0,basico,598.6,brasil,comedia,2024-03-09,1.0
